Account/Practice,Category,Tier,Assigned PL,Hub Territory,City,State,Zip,2026 Visit-Days,2026 People Touches,Last Visit,Days Since Last,Frequency Status
"CHARLES G GODOSHIAN, MD, PC",Primary Care,T3,Kristen,Southfield,SOUTHFIELD,MI,48034,2,4,2026-05-28,49,Unknown
Commerce Internal Medicine,Primary Care,T3,Kristen,Other/Metro,Commerce Charter Township,Michigan,48382,2,8,2026-05-26,51,Unknown
Commerce Medical Clinic,Primary Care,T3,Kristen,Other/Metro,COMMERCE TOWNSHIP,MI,48382,2,6,2026-05-26,51,Unknown
"COMMERCE PRIMARY CARE, PC",Primary Care,T3,Kristen,Other/Metro,COMMERCE TOWNSHIP,MI,48382,2,12,2026-05-26,51,Unknown
Commerce Urgent Care,Urgent Care,T3,Kristen,Other/Metro,Commerce Charter Township,Michigan,48382,2,4,2026-05-26,51,Unknown
Core Med  - White Lake,Primary Care,T3,Kristen,Other/Metro,White Lake charter Township,Michigan,48386,2,8,2026-05-04,73,Unknown
CoreMed -Bloomfield Hills,Primary Care,T3,Kristen,Other/Metro,BLOOMFIELD HILLS,MI,48304,2,10,2026-05-06,71,Unknown
Corewell  HOSPITAL OUTPATIENT CLINIC,Primary Care,T3,Kristen,Southfield,ROYAL OAK,Michigan,48073,2,2,2026-05-21,56,Unknown
Corewell Associates of Internal Medicine,Primary Care,T3,Kristen,Troy,Troy,Michigan,48083,2,7,2026-05-18,59,Unknown
Corewell Health Family Medicine - Farmington Hills,Primary Care,T3,Kristen,Livonia,FARMINGTON HILLS,Michigan,48334,2,8,2026-05-08,69,Unknown
Corewell Health Farmington Hills Hospital Family Medicine,Primary Care,T3,Kristen,Livonia,FARMINGTON HILLS,Michigan,,2,8,2026-05-13,64,Unknown
Corewell Internal Medicine Southfield,Primary Care,T3,Kristen,Southfield,Southfield,Michigan,48034,2,19,2026-05-27,50,Unknown
Corewell Internal Medicine Westland,Primary Care,T3,Kristen,Livonia,WESTLAND,Michigan,48185,2,2,2026-07-06,10,Unknown
Corewell Primary Care - Royal Oak,Primary Care,T3,Kristen,Southfield,Royal Oak,Michigan,48067,2,10,2026-05-21,56,Unknown
Corewell Urgent Care - Allen Park,Urgent Care,T3,Kristen,Other/Metro,Allen Park,Michigan,48101,2,4,2026-05-01,76,Unknown
Corewell Urgent Care - Troy Big Beaver,Urgent Care,T3,Kristen,Troy,Troy,Michigan,48083,2,4,2026-05-18,59,Unknown
Corewell Urgent Care - West Bloomfield,Urgent Care,T3,Kristen,Other/Metro,West Bloomfield Township,Michigan,48322,2,8,2026-05-07,70,Unknown
Corewell Urgent Care-  Bloomfield Hills,Urgent Care,T3,Kristen,Other/Metro,Bloomfield Hills,Michigan,48304,2,2,2026-05-06,71,Unknown
Corrwell Urgent Care - Farmington Hills North,Urgent Care,T3,Kristen,Livonia,Farmington Hills,Michigan,48334,2,4,2026-05-13,64,Unknown
Corwell Health - Farmington,Primary Care,T3,Kristen,Livonia,Farmington,Michigan,48336,2,6,2026-05-11,66,Unknown
CROSSOVER HEALTH - ROYAL OAK,Primary Care,T3,Kristen,Southfield,ROYAL OAK,Michigan,48067,2,6,2026-05-21,56,Unknown
David Criss MD PC,Primary Care,T3,Kristen,Southfield,Southfield,MI,48075,2,2,2026-05-28,49,Unknown
David Weissman MD,Primary Care,T3,Kristen,Southfield,Royal Oak,Michigan,48073,2,2,2026-05-21,56,Unknown
DEIGHTON FAMILY PRACTICE - use this one,Primary Care,T3,Kristen,Southfield,SOUTHFIELD,Michigan,,2,52,2026-05-29,48,Unknown
DMC PRIMARY AND SPECIALTY CARE WEST BLOOMFIELD,Primary Care,T3,Kristen,Other/Metro,WEST BLOOMFIELD,MI,48322,2,10,2026-05-07,70,Unknown
Doctors of Internal Medicine,Primary Care,T3,Kristen,Livonia,Farmington Hills,MI,48334,2,2,2026-05-13,64,Unknown
DOWNRIVER FAMILY PHYSICIANS,Primary Care,T3,Kristen,Other/Metro,ALLEN PARK,Michigan,,2,2,2026-05-01,76,Unknown
Eastside Internal Medicine,Primary Care,T3,Kristen,Other/Metro,Saint Clair Shores,MI,48081,2,6,2026-05-04,73,Unknown
Emcura Medical,Urgent Care,T3,Kristen,Other/Metro,Bloomfield Hills,Michigan,48301-3118,2,2,2026-03-30,108,Unknown
Epic Medical - ABBOTT MEDICAL GROUP,Primary Care,T3,Kristen,Southfield,SOUTHFIELD,Michigan,48034,2,3,2026-05-28,49,Unknown
Excel Health,Primary Care,T3,Kristen,Other/Metro,Lathrup Village,MI,48076,2,12,2026-06-01,45,Unknown
"FAMILY CARE CENTER OF HAMTRAMCK, PC",Primary Care,T3,Kristen,Other/Metro,HAMTRAMCK,MI,48212,2,4,2026-05-19,58,Unknown
"FAMILY MEDICINE, PC",Primary Care,T3,Kristen,Southfield,SOUTHFIELD,Michigan,,2,4,2026-05-27,50,Unknown
"FARMINGTON HILLS  FAMILY PHYSICIANS, PLLC",Primary Care,T3,Kristen,Livonia,FARMINGTON HILLS,Michigan,,2,2,2026-05-11,66,Unknown
"FIRST CHOICE MEDICAL CENTER, PC",Primary Care,T3,Kristen,Livonia,WESTLAND,Michigan,48186,2,2,2026-07-06,10,Unknown
Frank Yono MD (Beaumont),Primary Care,T3,Kristen,Southfield,Royal Oak,MI,48073,2,2,2026-05-21,56,Past due
Franklin Medical Consultants,Primary Care,T3,Kristen,Southfield,Southfield,Michigan,48034,2,14,2026-05-27,50,Unknown
"GHAZI, SAMINA A, MEDICAL GROUP",Primary Care,T3,Kristen,Livonia,FARMINGTON HILLS,MI,48334,2,4,2026-05-11,66,Unknown
Haller and Hug Internal Medicine,Primary Care,T3,Kristen,Livonia,Farmington Hills,Michigan,48334,2,16,2026-05-11,66,Unknown
Hamtramck Community Medical Center,Primary Care,T3,Kristen,Other/Metro,Hamtramck,Michigan,48212,2,4,2026-05-19,58,Unknown
HAMTRAMCK MEDICAL GROUP,Primary Care,T3,Kristen,Other/Metro,HAMTRAMCK,MI,48212,2,2,2026-05-19,58,Unknown
Hazel Park Medical Center,Primary Care,T3,Kristen,Other/Metro,Hazel Park,Michigan,48030,2,6,2026-05-12,65,Unknown
HEALING HANDS URGENT CARE,Urgent Care,T3,Kristen,Other/Metro,SYLVAN LAKE,Michigan,,2,2,2026-05-07,70,Unknown
HEALTHY LIVING INTERNAL MEDICINE -2190,Primary Care,T3,Kristen,Other/Metro,WEST BLOOMFIELD,MI,48323,2,6,2026-05-07,70,Unknown
Henry Ford Ferndale Medical Center,Primary Care,T3,Kristen,Southfield,Ferndale,Michigan,48220,2,10,2026-05-12,65,Unknown
Henry Ford Gohealth Urgent Care,Urgent Care,T3,Kristen,Other/Metro,,Michigan,48065,2,2,2026-06-03,43,Unknown
HENRY FORD GOHEALTH URGENT CARE,Urgent Care,T3,Kristen,Other/Metro,WEST BLOOMFIELD,Michigan,,2,2,2026-05-07,70,Unknown
Henry Ford Internal & Family Medicine - Farmington Hills -170,Primary Care,T3,Kristen,Livonia,Farmington Hills,Michigan,48334,2,4,2026-05-08,69,Unknown
Henry Ford Internists - Farmington Hills 150,Primary Care,T3,Kristen,Livonia,Farmington Hills,Michigan,48334,2,8,2026-05-08,69,Unknown
Henry Ford Internists - Farmington Hills 160,Primary Care,T3,Kristen,Livonia,Farmington Hills,Michigan,48334,2,7,2026-05-08,69,Unknown
HENRY FORD MEDICAL CENTER FARMINGTON ROAD INTERNAL MEDICINE,Primary Care,T3,Kristen,Other/Metro,WEST BLOOMFIELD,MI,48322,2,20,2026-05-07,70,Unknown
Henry Ford Medical Center Internal & Family Medicine - Commerce,Primary Care,T3,Kristen,Other/Metro,Commerce Charter Township,Michigan,48382,2,14,2026-05-26,51,Unknown
Henry Ford Primary Care - Orchard Lake Road North,Primary Care,T3,Kristen,Livonia,FARMINGTON HILLS,Michigan,48334,2,8,2026-05-13,64,Unknown
Henry Ford Primary Care - Orchard Lake Road South,Primary Care,T3,Kristen,Livonia,FARMINGTON HILLS,Michigan,48336,2,4,2026-05-13,64,Unknown
Henry Ford Primary Care Center - 160,Primary Care,T3,Kristen,Livonia,Farmington Hills,Michigan,48334,2,2,2026-05-08,69,Unknown
HENRY FORD WEST BLOOMFIELD FAMILY MEDICINE UNION LAKE,Primary Care,T3,Kristen,Other/Metro,Commerce Township,Michigan,48382,2,4,2026-05-26,51,Unknown
HENRY FORD WYANDOTTE FAMILY MEDICINE ALLEN PARK,Primary Care,T3,Kristen,Other/Metro,ALLEN PARK,Michigan,,2,14,2026-05-01,76,Unknown
"HOOVER INTERNAL MEDICINE, PLLC",Primary Care,T3,Kristen,Other/Metro,HAMTRAMCK,MI,48212,2,2,2026-05-19,58,Unknown
IHA BLOOMFIELD PRIMARY CARE,Primary Care,T3,Kristen,Other/Metro,BLOOMFIELD HILLS,MI,48302,2,8,2026-05-06,71,Unknown
IHA Medical Group ADVANCED FAMILY CARE OF COMMERCEe,Primary Care,T3,Kristen,Other/Metro,COMMERCE TOWNSHIP,Michigan,48390,2,4,2026-05-26,51,Unknown
IMPCP - Internal Med Primary Care Physician,Primary Care,T3,Kristen,Other/Metro,Bloomfield Hills,Michigan,48304,2,2,2026-05-06,71,Unknown
INTERNAL MEDICAL PRACTICE -Family First Wellness,Primary Care,T3,Kristen,Southfield,SOUTHFIELD,MI,48075,2,2,2026-05-28,49,Unknown
Internal Medicine & Pediatrics of Royal Oak,Primary Care,T3,Kristen,Southfield,Royal Oak,MI,48067,2,6,2026-05-21,56,Unknown
Internal Medicine Physicians #170,Primary Care,T3,Kristen,Livonia,FARMINGTON HILLS,MI,48334,2,18,2026-05-08,69,Unknown
Internal Medicine Specialists,Primary Care,T3,Kristen,Other/Metro,West Bloomfield Township,Michigan,48322,2,12,2026-05-07,70,Unknown
IPHCA,Primary Care,T3,Kristen,Other/Metro,Commerce Township,Michigan,48390,2,8,2026-05-26,51,Unknown
"JALAL THWAINEY, MD, PC",Primary Care,T3,Kristen,Other/Metro,ALLEN PARK,Michigan,,2,2,2026-05-01,76,Unknown
Jawad Agha MD - Hazel Park Urgent Care,Urgent Care,T3,Kristen,Other/Metro,Hazel Park,Michigan,48030,2,2,2026-05-12,65,Unknown
Jian Zu MD,Primary Care,T3,Kristen,Southfield,Southfield,Michigan,48034,2,2,2026-05-27,50,Unknown
Kakos and Kakish PC,Primary Care,T3,Kristen,Southfield,Royal Oak,Michigan,48073,2,3,2026-05-21,56,Past due
LAKES INTERNAL MEDICINE - 2150,Primary Care,T3,Kristen,Other/Metro,WEST BLOOMFIELD,MI,48323,2,12,2026-05-07,70,Unknown
"LATHRUP PRIMARY CARE, PC",Primary Care,T3,Kristen,Other/Metro,LATHRUP VILLAGE,MI,48076,2,2,2026-06-01,45,Unknown
Legacy Family Care,Primary Care,T3,Kristen,Livonia,Farmington Hills,Michigan,48336,2,2,2026-05-11,66,Unknown
Legend Health - Now One Health,Primary Care,T3,Kristen,Southfield,Southfield,MI,48034,2,10,2026-05-27,50,Unknown
Livewell Medical Clinic,Primary Care,T3,Kristen,Livonia,Westland,Michigan,48185,2,0,2026-07-06,10,Unknown
"MARY LEE, MD, PC",Primary Care,T3,Kristen,Other/Metro,WEST BLOOMFIELD,MI,48322,2,2,2026-05-07,70,Unknown
"MELVIN C MURPHY, MD, PC",Primary Care,T3,Kristen,Southfield,SOUTHFIELD,MI,48034,2,4,2026-05-28,49,Unknown
Metro Medical Center,Primary Care,T3,Kristen,Other/Metro,Hamtramck,Michigan,48212,2,7,2026-05-19,58,Unknown
Metro Medical Practice,Primary Care,T3,Kristen,Troy,Troy,MI,48083,2,8,2026-05-18,59,Unknown
"METROPOLITAN MEDICAL CENTER, PLLC",Primary Care,T3,Kristen,Other/Metro,HAMTRAMCK,MI,48212,2,2,2026-05-19,58,Unknown
MHP Urgent Care,Urgent Care,T3,Kristen,Sterling Heights,Warren,Michigan,48092,2,10,2026-06-15,31,Unknown
MICHIGAN PREMIER INTERNISTS,Primary Care,T3,Kristen,Southfield,ROYAL OAK,MI,48073,2,8,2026-05-21,56,Unknown
Michigan Primary Care & Rheumatology Associates,Primary Care,T3,Kristen,Other/Metro,Commerce Charter Township,Michigan,48382,2,6,2026-05-26,51,Unknown
Millenium Associated Physicians - 130A,Primary Care,T3,Kristen,Livonia,Farmington Hills,MI,48334,2,18,2026-05-08,69,Unknown
Millennium Affiliated Physicians - 130B,Primary Care,T3,Kristen,Livonia,FARMINGTON HILLS,Michigan,48334,2,14,2026-05-08,69,Unknown
Motahar Ahmed MD PC,Primary Care,T3,Kristen,Other/Metro,Hamtramck,Michigan,48212,2,2,2026-05-19,58,Unknown
"MURAD MEDICAL ASSOCIATES, PC",Primary Care,T3,Kristen,Other/Metro,WEST BLOOMFIELD,MI,48322,2,2,2026-05-07,70,Unknown
Nabil Metwally MD PC,Primary Care,T3,Kristen,Other/Metro,Redford Charter Township,Michigan,48239,2,2,2026-05-01,76,Unknown
NORTHWAY MEDICAL CENTER,Primary Care,T3,Kristen,Southfield,SOUTHFIELD,MI,48075,2,12,2026-05-29,48,Unknown
Northwest Internal Medicine,Primary Care,T3,Kristen,Livonia,Farmington Hills,MI,48334,2,2,2026-05-08,69,Unknown
Oak Street Health - Pontiac,Primary Care,T3,Kristen,Other/Metro,Pontiac,Michigan,48341,2,12,2026-05-15,62,Unknown
Oakland Integrated Healthcare Network,Primary Care,T3,Kristen,Other/Metro,Pontiac,Michigan,48341,2,4,2026-05-12,65,Unknown
Oakland Medical Center,Primary Care,T3,Kristen,Troy,Troy,Michigan,48085,2,4,2026-05-15,62,Unknown
Omni Medical,Primary Care,T3,Kristen,Southfield,Southfield,Michigan,48075,2,6,2026-05-29,48,Unknown
One Health,Primary Care,T3,Kristen,Livonia,Farmington Hills,Michigan,48334,2,8,2026-05-13,64,Unknown
ORCHARD PRIMARY CARE,Primary Care,T3,Kristen,Livonia,FARMINGTON HILLS,MI,48336,2,6,2026-05-13,64,Unknown
Park Urgent Care-  Allen Park,Urgent Care,T3,Kristen,Other/Metro,Allen Park,Michigan,48101,2,8,2026-05-01,76,Unknown
Pavilion Family Practice - use this one,Primary Care,T3,Kristen,Southfield,SOUTHFIELD,MI,48075,2,6,2026-05-28,49,Unknown
"PLATINUM CARE PHYSICIANS, PC",Primary Care,T3,Kristen,Southfield,SOUTHFIELD,Michigan,MI 48034,2,4,2026-05-28,49,Unknown
Premier Internists - Suite 180,Primary Care,T3,Kristen,Livonia,FARMINGTON HILLS,Michigan,48334,2,16,2026-05-08,69,Unknown
Primary Care Center,Primary Care,T3,Kristen,Other/Metro,Allen Park,Michigan,48101,2,8,2026-05-01,76,Unknown
Priority Medical Center,Primary Care,T3,Kristen,Other/Metro,Hamtramck,Michigan,48212,2,12,2026-05-19,58,Unknown
PRISM MEDICAL GROUP FAMILY MEDICINE,Primary Care,T3,Kristen,Troy,Troy,Michigan,48093,2,10,2026-05-06,71,Unknown
Pure Internal Medicine,Primary Care,T3,Kristen,Other/Metro,Commerce Charter Township,Michigan,48382,2,2,2026-05-26,51,Unknown
QMJ MEDICAL,Primary Care,T3,Kristen,Other/Metro,LATHRUP VILLAGE,Michigan,MI 48076,2,2,2026-05-29,48,Unknown
"Reem Alsabti MD, PC",Primary Care,T3,Kristen,Southfield,Royal Oak,MI,48073,2,2,2026-05-21,56,Unknown
Refuah Urgent Care,Urgent Care,T3,Kristen,Southfield,Southfield,Michigan,48075,2,0,2026-05-28,49,Unknown
Robert Ferguson MD Internal Medicine and Gasto,Primary Care,T3,Kristen,Other/Metro,West Bloomfield,MI,483231645,2,2,2026-05-07,70,Past due
Romeo Healthcare,Primary Care,T3,Kristen,Other/Metro,Romeo,Michigan,48065,2,4,2026-06-25,21,Unknown
RS MEDICAL use,Primary Care,T3,Kristen,Southfield,Southfield,Michigan,48075,2,4,2026-05-29,48,Unknown
SHEIKH MEDICAL CENTER,Primary Care,T3,Kristen,Livonia,FARMINGTON,MI,48336,2,8,2026-05-11,66,Unknown
"SHEILA P MEFTAH, MD, PLLC",Primary Care,T3,Kristen,Other/Metro,WEST BLOOMFIELD,MI,48322,2,2,2026-05-07,70,Unknown
"SOUTH EAST MICHIGAN MEDICAL ASSOCIATES, PC",Primary Care,T3,Kristen,Other/Metro,LATHRUP VILLAGE,Michigan,MI 48076,2,8,2026-06-01,45,Unknown
SOUTHFIELD FAMILY HEALTH CENTER,Primary Care,T3,Kristen,Other/Metro,LATHRUP VILLAGE,MI,48076,2,2,2026-06-01,45,Unknown
SOUTHFIELD MEDICAL CLINIC AND PREMIER URGENT CARE AND WALK IN CLINIC,Urgent Care,T3,Kristen,Southfield,SOUTHFIELD,Michigan,MI 48076,2,6,2026-06-01,45,Unknown
Superior Family Medicine - Health Venters Detroit -use this onea,Primary Care,T3,Kristen,Southfield,Southfield,Michigan,48075,2,6,2026-05-28,49,Unknown
The Family Doc,Primary Care,T3,Kristen,Other/Metro,Hamtramck,Michigan,48212,2,8,2026-05-19,58,Unknown
"TONI BALLITCH TRATE, DO, PC",Primary Care,T3,Kristen,Livonia,FARMINGTON HILLS,Michigan,,2,2,2026-05-11,66,Unknown
Trinity IHA Medical Group Primary Care - Farmington Hills,Primary Care,T3,Kristen,Livonia,Farmington Hills,Michigan,48334,2,8,2026-05-13,64,Unknown
Troy Internal Medicine,Primary Care,T3,Kristen,Troy,Troy,MI,48098,2,54,2026-05-15,62,Unknown
"TRUST FAMILY CARE CENTER, PLLC",Primary Care,T3,Kristen,Other/Metro,HAMTRAMCK,MI,48212,2,2,2026-05-19,58,Unknown
Turan Medical Center,Primary Care,T3,Kristen,Other/Metro,Commerce Charter Township,Michigan,48382,2,2,2026-05-26,51,Unknown
"Use FAIZ W MANSOUR, MD, PC",Primary Care,T3,Kristen,Other/Metro,BLOOMFIELD HILLS,MI,48302,2,2,2026-05-06,71,Unknown
"Use PROFESSIONAL PRIMARY CARE SERVICES, PC",Primary Care,T3,Kristen,Other/Metro,BLOOMFIELD HILLS,MI,48302,2,2,2026-05-06,71,Unknown
Village Medical Farmington,Primary Care,T3,Kristen,Livonia,Farmington,Michigan,48336,2,16,2026-05-11,66,Unknown
"WAYNE COMMUNITY HEALTH CENTERS, INC",Primary Care,T3,Kristen,Other/Metro,HAMTRAMCK,Michigan,,2,10,2026-05-19,58,Unknown
"WEST BLOOMFIELD INTERNAL MEDICINE, PLLC",Primary Care,T3,Kristen,Other/Metro,WEST BLOOMFIELD,Michigan,MI 48322,2,2,2026-05-07,70,Unknown
"WESTERN WAYNE PHYSICIANS, PLC Allen Park",Primary Care,T3,Kristen,Other/Metro,ALLEN PARK,MI,48101,2,20,2026-05-01,76,Unknown
Westland Community Health Center,Primary Care,T3,Kristen,Livonia,Westland,Michigan,48185,2,2,2026-07-06,10,Unknown
White Lake Family Medicine,Primary Care,T3,Kristen,Other/Metro,White Lake,MI,483864619,2,6,2026-05-04,73,Unknown
"WILLIAMS FAMILY AND SPORTS MEDICAL CENTER, PLC",Primary Care,T3,Kristen,Livonia,FARMINGTON,MI,48336,2,2,2026-05-11,66,Unknown
Zakaria & Zakaria,Primary Care,T3,Kristen,Troy,Troy,Michigan,48084,2,2,2026-05-18,59,Unknown
Zawaideh Medical Center,Primary Care,T3,Kristen,Southfield,Royal Oak,Michigan,48073,2,2,2026-05-21,56,Unknown
"ADVANCED CARE CLINIC, PC",Primary Care,T3,Jasmine,Other/Metro,DEARBORN HEIGHTS,MI,48127,2,2,2026-04-20,87,Unknown
Alan Robertson MD,Primary Care,T3,Jasmine,Other/Metro,Eastpointe,MI,480212249,2,4,2026-05-12,65,Unknown
"ALLENWOOD FAMILY HEALTH CARE, PC",Primary Care,T3,Jasmine,Other/Metro,Taylor,Michigan,48180,2,8,2026-04-08,99,Unknown
Alphonse Ekole MD,Primary Care,T3,Jasmine,Other/Metro,Eastpointe,Michigan,48021,2,2,2026-05-01,76,Unknown
AMC Primary Care,Primary Care,T3,Jasmine,Other/Metro,SOUTHGATE,MI,48195,2,1,2026-04-22,85,Unknown
"AMINI HEALTHCARE, PLLC",Primary Care,T3,Jasmine,Other/Metro,Brownstown Twp,Michigan,48183,2,2,2026-05-29,48,Unknown
"APOLLO HEALTH SERVICES, PC",Primary Care,T3,Jasmine,Other/Metro,GARDEN CITY,MI,48135,2,4,2026-04-23,84,Unknown
"ARASH KIARASH, MD, MEDICAL GROUP",Primary Care,T3,Jasmine,Other/Metro,TAYLOR,MI,48180,2,2,2026-06-29,17,Unknown
Ascension Providence Dearborn Internal Medicine,Primary Care,T3,Jasmine,Livonia,Dearborn,Michigan,48124,2,4,2026-04-20,87,Unknown
Associated physicians of Dearborn,Primary Care,T3,Jasmine,Livonia,Dearborn,Michigan,48126,2,10,2026-04-20,87,Unknown
"BADHWAR ASSOCIATES, MD, PC",Primary Care,T3,Jasmine,Other/Metro,BROWNSTOWN,MI,48183,2,7,2026-05-29,48,Unknown
BEAUMONT FAMILY MEDICINE CLINIC TAYLOR,Primary Care,T3,Jasmine,Other/Metro,TAYLOR,MI,48180,2,4,2026-04-08,99,Unknown
Beaumont urgent care northville,Urgent Care,T3,Jasmine,Other/Metro,Northville,Michigan,48167,2,2,2026-04-10,97,Unknown
BEST MEDICAL CENTER,Primary Care,T3,Jasmine,Other/Metro,Taylor,MI,48180,2,2,2026-06-29,17,Unknown
Bingham Medical Center,Primary Care,T3,Jasmine,Livonia,Dearborn,Michigan,48126,2,11,2026-05-06,71,Unknown
Briarwood Family Medicine,Primary Care,T3,Jasmine,Other/Metro,Ann Arbor,Michigan,48108,2,16,2026-04-15,92,Unknown
CEDAR MEDICAL ASSOCIATES,Primary Care,T3,Jasmine,Livonia,DEARBORN,MI,48124,2,2,2026-05-06,71,Unknown
City Medical - Southgate,Primary Care,T3,Jasmine,Other/Metro,Southgate,MI,481952432,2,6,2026-04-22,85,Unknown
Corewell Health Urgent Care,Urgent Care,T3,Jasmine,Livonia,FARMINGTON HILLS,Michigan,48336,2,1,2026-05-11,66,Unknown
Corewell Health Urgent Care-Canton,Urgent Care,T3,Jasmine,Other/Metro,,Michigan,48187,2,2,2026-04-30,77,Unknown
Dearborn medical and geriatric center,Primary Care,T3,Jasmine,Livonia,Dearborn,Michigan,48124,2,4,2026-04-20,87,Unknown
"DEARBORN MEDICAL ASSOCIATES, PC",Primary Care,T3,Jasmine,Livonia,DEARBORN,MI,48124,2,2,2026-04-20,87,Unknown
Farmington Hills Urgent Care Walk-In Clinic,Urgent Care,T3,Jasmine,Livonia,Farmington Hills,Michigan,48336-1402,2,2,2026-03-30,108,Unknown
Fayda Zakaria MD Family Medicine,Primary Care,T3,Jasmine,Livonia,Dearborn,Michigan,48124,2,4,2026-05-06,71,Unknown
Ford health go health urgent care,Urgent Care,T3,Jasmine,Other/Metro,Dearborn Heights,Michigan,48127,2,2,2026-04-30,77,Unknown
Get well urgent care,Urgent Care,T3,Jasmine,Livonia,Dearborn,Michigan,48126,2,2,2026-04-21,86,Unknown
GLOBAL MEDICAL SERVICES,Primary Care,T3,Jasmine,Livonia,DEARBORN,MI,48124,2,4,2026-03-27,111,Unknown
Grand River Medical Associates,Primary Care,T3,Jasmine,Other/Metro,New Hudson,Michigan,48165,2,4,2026-04-14,93,Unknown
HEIGHTS FAMILY MEDICINE,Primary Care,T3,Jasmine,Other/Metro,DEARBORN HEIGHTS,MI,48127,2,7,2026-05-06,71,Unknown
Henry Ford GoHealth-Canton,Primary Care,T3,Jasmine,Other/Metro,,Michigan,48187,2,2,2026-04-30,77,Unknown
HENRY FORD HEALTH,Primary Care,T3,Jasmine,Other/Metro,BROWNSTOWN,MI,48183,2,6,2026-05-29,48,Unknown
Henry Ford Medical Center - Plymouth,Primary Care,T3,Jasmine,Other/Metro,Plymouth,Michigan,48170,2,2,2026-04-10,97,Unknown
HERITAGE MEDICAL CENTER,Primary Care,T3,Jasmine,Other/Metro,YPSILANTI,MI,48198,2,2,2026-04-14,93,Unknown
"Hope Medical Clinic M,W,TH",Primary Care,T3,Jasmine,Other/Metro,Ypsilanti,Michigan,48197,2,4,2026-03-26,112,Unknown
"HUGHES HOLISTIC WELLNESS CENTER, PLLC",Primary Care,T3,Jasmine,Other/Metro,ANN ARBOR,MI,48108,2,2,2026-05-08,69,Unknown
"IMMEDIATE CARE MEDICAL CENTER, PC",Primary Care,T3,Jasmine,Livonia,FARMINGTON HILLS,Michigan,,2,6,2026-05-11,66,Unknown
Integrative Family Medicine Clinic - Domino's Farms (U of M),Primary Care,T3,Jasmine,Other/Metro,Ann Arbor,Michigan,48105,2,6,2026-04-15,92,Unknown
Internal Medicine,Primary Care,T3,Jasmine,Other/Metro,Southgate,Michigan,48195,2,4,2026-04-22,85,Unknown
Internal Medicine Clinic | Briarwood Medical Group,Primary Care,T3,Jasmine,Other/Metro,Ann Arbor,MI,48108,2,6,2026-04-15,92,Unknown
INTERNAL MEDICINE OF DEARBORN,Primary Care,T3,Jasmine,Livonia,DEARBORN,MI,48124,2,4,2026-03-31,107,Unknown
Karen Wilson Smith Bauer medical building Suite 130,Primary Care,T3,Jasmine,Other/Metro,Trenton,Michigan,48183,2,4,2026-03-17,121,Unknown
King Medical Center,Primary Care,T3,Jasmine,Other/Metro,BROWNSTOWN,MI,48183,2,4,2026-05-29,48,Unknown
"LAURA E BABE, MD, MEDICAL GROUP",Primary Care,T3,Jasmine,Other/Metro,ANN ARBOR,MI,48103,2,2,2026-04-16,91,Past due
Leonard Sahn MD,Primary Care,T3,Jasmine,Southfield,Southfield,Michigan,48034,2,2,2026-07-01,15,Unknown
MD VIP - Trenton,Primary Care,T3,Jasmine,Other/Metro,Trenton,Michigan,48183,2,4,2026-03-17,121,Unknown
Medical center (HMC)Urgent Care,Urgent Care,T3,Jasmine,Livonia,Dearborn,Michigan,48126,2,2,2026-05-06,71,Unknown
"MICHAEL DUCATO, MD, PC",Primary Care,T3,Jasmine,Other/Metro,TRENTON,MI,48183,2,3,2026-03-17,121,Unknown
Michigan primary care center/urgent care,Primary Care,T3,Jasmine,Other/Metro,Dearborn Heights,Michigan,48127,2,2,2026-03-25,113,Unknown
Neu Family Care - Southgate,Primary Care,T3,Jasmine,Other/Metro,Southgate,Michigan,48195,2,2,2026-04-22,85,Unknown
